tipo_de_emprendimiento,idea_negocio,barrio,estrato,comuna_ciudadano,fecha_de_beneficio,monto_del_credito,línea_credito
comercio,comidas rapidas,manrique central no. 2,2,3.0,2017-04-18,4000000.0,microempresarial
servicio,peluqueria,doce de octubre no.1,1,6.0,2018-08-28,5000000.0,microempresarial
comercio,distribuidora de,la milagrosa,3,9.0,2016-10-20,6890000.0,microempresarial
comercio,tienda,robledo,1,7.0,2017-03-24,7300000.0,microempresarial
industria,fabrica de,cabecera san cristobal,3,60.0,2016-10-05,236824.0,microempresarial
comercio,variedades,popular,2,1.0,2017-09-21,4000000.0,microempresarial
industria,fabrica de,nuevos conquistadores,1,13.0,2017-05-23,7370000.0,microempresarial
comercio,tienda de helados,castilla,3,5.0,2017-01-13,6000000.0,microempresarial
comercio,comidas rapidas,barrio caicedo,2,9.0,2018-08-06,780000000.0,microempresarial
industria,fabrica de,aranjuez,2,4.0,2017-11-22,3000000.0,microempresarial
comercio,charcuteria,robledo,2,7.0,2017-05-17,75000000.0,microempresarial
comercio,taller de electronica,campo valdes no. 1,3,4.0,2018-01-16,7812000.0,microempresarial
servicio,lavanderia,moravia,0,4.0,2016-07-12,300000000.0,microempresarial
servicio,fabrica de,la milagrosa,3,9.0,2016-09-06,6890000.0,microempresarial
industria,fabrica de calzado,campo valdes no. 2,3,3.0,2018-09-20,7800000.0,microempresarial
comercio,marroquineria,santa cruz,2,2.0,2018-05-16,4500000.0,microempresarial
comercio,restaurante,la floresta,2,12.0,2017-12-04,7370000.0,microempresarial
comercio,venta de repuestos,doce de octubre no.1,2,6.0,2019-02-15,8200000.0,microempresarial
industria,fabrica de,aranjuez,3,4.0,2018-07-09,6000000.0,microempresarial
servicio,peluqueria,san javier no.1,1,13.0,2016-06-07,3000000.0,microempresarial
comercio,tienda,manrique oriental,2,3.0,2016-05-26,4500000.0,microempresarial
industria,fabrica de,robledo,2,7.0,2018-02-26,7000000.0,microempresarial
comercio,variedades,juan xxiii la quiebra,1,13.0,2018-03-14,1000000.0,microempresarial
industria,fabrica de,castilla,2,5.0,2017-11-21,730000000.0,microempresarial
comercio,variedades,santo domingo savio,1,1.0,2018-04-12,3000000.0,microempresarial
comercio,variedades,popular,2,1.0,2018-10-11,7000000.0,microempresarial
industria,fabrica de,santa cruz,2,2.0,2016-07-08,5000000.0,microempresarial
comercio,tienda de helados,cabecera san antonio,2,80.0,2018-01-30,4000000.0,microempresarial
industria,fabrica de,20 de julio,1,13.0,2016-06-02,5000000.0,microempresarial
comercio,variedades,doce de octubre no.1,2,6.0,2017-01-13,7377000.0,microempresarial
agropecuaria,sembrados,cabecera san cristobal,2,60.0,2018-06-19,10000000.0,agropecuaria
comercio,almacen de ropa en,carpinelo,1,1.0,2018-10-31,7000000.0,microempresarial
industria,cerrajeria,san javier no.1,1,13.0,2016-10-11,6890000.0,microempresarial
servicio,cafe e internet,robledo,2,7.0,2016-05-10,6895000.0,microempresarial
comercio,cafe e internet,bello horizonte,1,7.0,2017-04-04,7000000.0,microempresarial
comercio,variedades,las palmas,2,90.0,2017-03-02,7000000.0,microempresarial
comercio,tienda,manrique central no. 1,3,4.0,2018-03-13,3500000.0,microempresarial
comercio,comidas rapidas,san javier no.1,3,13.0,2018-04-25,7800000.0,microempresarial
comercio,mantenimiento en,san javier no.1,2,13.0,2018-08-30,6000000.0,microempresarial
comercio,almacen de ropa en,aranjuez,3,4.0,2017-02-20,7000000.0,microempresarial
comercio,variedades,popular,1,1.0,2018-07-19,7800000.0,microempresarial
comercio,comidas rapidas,aranjuez,2,4.0,2018-02-13,1500000.0,microempresarial
servicio,charcuteria,castilla,3,5.0,2016-07-25,6890000.0,microempresarial
comercio,variedades,santa cruz,2,2.0,2017-10-24,7000000.0,microempresarial
servicio,taller de mecanica,buenos aires,3,9.0,2016-09-19,3500000.0,microempresarial
industria,fabrica de,florencia,3,5.0,2017-07-31,4000000.0,microempresarial
